record_id,project_name,owner,county,city,status,interested_party_type,seo_slug,slug_length,included,bucket,canonical_category,canonical_url,lastmod,description_chars,has_award,seo_flag,reason,needs_review
recHHsVTwpNoWuquD,Construction On Various Bridges In Contra Costa County In City Of Richmond,City of Richmond,Contra Costa,Richmond,Closed,construction,construction-on-various-bridges-in-contra-costa-county-in-city-of-richmond-city-of-richmond,91,yes,results,construction,https://www.bidthebay.com/construction-project-details/construction-on-various-bridges-in-contra-costa-county-in-city-of-richmond-city-of-richmond/r/recHHsVTwpNoWuquD,2026-03-30T10:13:21-07:00,738,yes,,award_results,no
recHMBTwcFPIFAyli,Master As-Needed Agreement M22 General Building Services,City and County of San Francisco,San Francisco,San Francisco,Open,construction,master-as-needed-agreement-m22-general-building-services-city-and-county-of-san-francisco,89,yes,open,construction,https://www.bidthebay.com/construction-project-details/master-as-needed-agreement-m22-general-building-services-city-and-county-of-san-francisco/r/recHMBTwcFPIFAyli,2026-06-22T09:42:21-07:00,862,no,,open_solicitation,no
recHN9ic19MQgVZBM,Main Street/Delta Road Intersection Signalization Project,City of Oakley,Contra Costa,Oakley,Closed,construction,main-street-delta-road-intersection-signalization-project-city-of-oakley,72,yes,results,construction,https://www.bidthebay.com/construction-project-details/main-street-delta-road-intersection-signalization-project-city-of-oakley/r/recHN9ic19MQgVZBM,2026-07-24T08:59:39-07:00,619,yes,,award_results,no
recHOwyhQCUSOrpKQ,Lawler Park Water Fountain Replacement Project,City of Suisun City,Solano,Suisun ,Closed,construction,lawler-park-water-fountain-replacement-project-city-of-suisun-city,66,yes,results,construction,https://www.bidthebay.com/construction-project-details/lawler-park-water-fountain-replacement-project-city-of-suisun-city/r/recHOwyhQCUSOrpKQ,2026-04-11T10:48:39-07:00,0,no,No description at all,recently_closed,no
recHPBwRsU3azpyri,Fox Elementary School MUR Modernization Project,Belmont-Redwood Shores School District,San Mateo,Belmont,Closed,construction,fox-elementary-school-mur-modernization-project-belmont-redwood-shores-school-district,86,no,,,,2026-08-24T21:43:26-07:00,752,no,,closed_stale_no_results,no
recHPbYNYwsyfgzr9,"Fire Extinguishers and Kitchen Hoods Inspection, Testing and Maintenance Services",City of Morgan Hill,Santa Clara,Morgan Hill,Closed,construction,fire-extinguishers-and-kitchen-hoods-inspection-testing-and-maintenance-services-city-of-morgan-hill,100,yes,results,construction,https://www.bidthebay.com/construction-project-details/fire-extinguishers-and-kitchen-hoods-inspection-testing-and-maintenance-services-city-of-morgan-hill/r/recHPbYNYwsyfgzr9,2026-07-15T00:02:40-07:00,387,no,,recently_closed,no
recHUGDbIkyLqPs7S,Union Street Pavement Renovation and Sewer Replacement,City and County of San Francisco,San Francisco,San Francisco,Closed,construction,union-street-pavement-renovation-and-sewer-replacement-city-and-county-of-san-francisco,87,yes,results,construction,https://www.bidthebay.com/construction-project-details/union-street-pavement-renovation-and-sewer-replacement-city-and-county-of-san-francisco/r/recHUGDbIkyLqPs7S,2026-08-20T00:03:55-07:00,114,no,,recently_closed,no
recHXSecJYZOBYHBE,SID Dally Canal Unit South Improvement Project,Solano County,Solano,Fairfield,Closed,construction,sid-dally-canal-unit-south-improvement-project-solano-county,60,no,,,,2026-03-24T07:12:04-07:00,326,no,,closed_stale_no_results,no
recHaMIWIMxZz1DBt,Terminal 3 West Modernization – TP 173 – East Exterior Wall,San Francisco International Airport,San Mateo,San Francisco,Open,construction,terminal-3-west-modernization-tp-173-east-exterior-wall-san-francisco-international-airport-sfo,95,yes,open,construction,https://www.bidthebay.com/construction-project-details/terminal-3-west-modernization-tp-173-east-exterior-wall-san-francisco-international-airport-sfo/r/recHaMIWIMxZz1DBt,2026-09-07T10:40:21-07:00,437,no,,open_solicitation,no
recHhUzOsqOTAvbRm,Regional Wastewater Facility HVAC Improvements Phase 1 - Rebid,City of San Jose,Santa Clara,San Jose,Closed,construction,regional-wastewater-facility-hvac-improvements-phase-1-rebid-city-of-san-jose,77,yes,results,construction,https://www.bidthebay.com/construction-project-details/regional-wastewater-facility-hvac-improvements-phase-1-rebid-city-of-san-jose/r/recHhUzOsqOTAvbRm,2026-08-19T06:50:26-07:00,173,yes,,award_results,no
recHiLOgb7yRkGmIi,Traffic Signals and Lightings Maintenance Services,City of Menlo Park,San Mateo,Menlo Park,Closed,construction,traffic-signals-and-lightings-maintenance-services-city-of-menlo-park,69,yes,results,construction,https://www.bidthebay.com/construction-project-details/traffic-signals-and-lightings-maintenance-services-city-of-menlo-park/r/recHiLOgb7yRkGmIi,2026-05-29T00:02:30-07:00,354,no,,recently_closed,no
recHkPHBnsSCXEIWJ,EBMUD Well Demolition Phase 2 ,Oro Loma Sanitary District,Alameda,San Lorenzo,Closed,construction,ebmud-well-demolition-phase-2-oro-loma-sanitary-district,56,no,,,,2026-04-11T10:47:24-07:00,0,no,No description at all,closed_stale_no_results,no
recHksX48DtLHpCm4,"Well Nos. 33, 35, and 40 Rehabilitation Project",City of Rohnert Park,Sonoma,Rohnert Park,Closed,construction,well-nos-33-35-and-40-rehabilitation-project-city-of-rohnert-park,65,yes,results,construction,https://www.bidthebay.com/construction-project-details/well-nos-33-35-and-40-rehabilitation-project-city-of-rohnert-park/r/recHksX48DtLHpCm4,2026-06-04T07:40:07-07:00,203,yes,,award_results,no
recHlLTSs4agskFBr,San Juan Pump Station & Force Main Rehabilitation Project,City of Belmont,San Mateo,Belmont,Closed,construction,san-juan-pump-station-force-main-rehabilitation-project-city-of-belmont,71,yes,results,construction,https://www.bidthebay.com/construction-project-details/san-juan-pump-station-force-main-rehabilitation-project-city-of-belmont/r/recHlLTSs4agskFBr,2026-06-01T03:07:55-07:00,446,yes,,award_results,no
recHo1IXy9RIx0Av6,Roofing and HVAC Replacement at Dartmouth Middle School,Union School District,Santa Clara,San Jose,Closed,construction,roofing-and-hvac-replacement-at-dartmouth-middle-school-union-school-district,77,no,,,,2026-03-24T07:47:22-07:00,0,no,No description at all,closed_stale_no_results,no
recHopqJ85wSZLk3n,North Base (NB) Water Line Replacement,San Mateo County Transit District,San Mateo,South San Francisco,Closed,construction,north-base-nb-water-line-replacement-san-mateo-county-transit-district,70,yes,results,construction,https://www.bidthebay.com/construction-project-details/north-base-nb-water-line-replacement-san-mateo-county-transit-district/r/recHopqJ85wSZLk3n,2026-07-30T07:45:34-07:00,565,yes,,award_results,no
recHowWwFAUhiCbDY,Dolores Huerta Elementary School - Roof Replacement of Administration/Library Building,San Francisco Unified School District,San Francisco,San Francisco,Closed,construction,dolores-huerta-elementary-school-roof-replacement-of-administration-library-building-san-francisco-unified-school-district,122,yes,results,construction,https://www.bidthebay.com/construction-project-details/dolores-huerta-elementary-school-roof-replacement-of-administration-library-building-san-francisco-unified-school-district/r/recHowWwFAUhiCbDY,2026-04-01T11:13:33-07:00,74,yes,,award_results,no
recHpAHHbyBpGCBL8,UCB EHCP – Increment 6 – WP-27: Painting and Coatings,UC Berkeley,Alameda,Berkeley,Closed,construction,ucb-ehcp-increment-6-wp-27-painting-and-coatings-uc-berkeley,60,yes,results,construction,https://www.bidthebay.com/construction-project-details/ucb-ehcp-increment-6-wp-27-painting-and-coatings-uc-berkeley/r/recHpAHHbyBpGCBL8,2026-09-10T00:02:07-07:00,199,no,,recently_closed,no
recHrhe0F3r2c6unz,Professional Services for Performing Arts Center Renovation,City of Sunnyvale,Santa Clara,Sunnyvale,Open,professional services,professional-services-for-performing-arts-center-renovation-city-of-sunnyvale,77,yes,open,professional services,https://www.bidthebay.com/professional-services-project-details/professional-services-for-performing-arts-center-renovation-city-of-sunnyvale/r/recHrhe0F3r2c6unz,2026-09-05T08:52:06-07:00,1476,no,,open_solicitation,no
recHsb6H16DYlihKx,James Monroe Elementary School Exterior Paint Project,Santa Rosa City Schools,Sonoma,Santa Rosa,Closed,construction,james-monroe-elementary-school-exterior-paint-project-santa-rosa-city-schools,77,no,,,,2026-04-11T10:49:20-07:00,123,no,,closed_stale_no_results,no
recHthAVKkgPHmk5d,Willow Road and Highway 101 Landscaping Project,City of Menlo Park,San Mateo,Menlo Park,Closed,construction,willow-road-and-highway-101-landscaping-project-city-of-menlo-park,66,yes,results,construction,https://www.bidthebay.com/construction-project-details/willow-road-and-highway-101-landscaping-project-city-of-menlo-park/r/recHthAVKkgPHmk5d,2026-05-08T17:04:08-07:00,900,no,,recently_closed,no
recHtk9EYE03NDpRi,On-Call Transportation Engineering Services (2026-2029) ,Contra Costa County,Contra Costa,Various,Closed,professional services,on-call-transportation-engineering-services-2026-2029-contra-costa-county,73,yes,results,professional services,https://www.bidthebay.com/professional-services-project-details/on-call-transportation-engineering-services-2026-2029-contra-costa-county/r/recHtk9EYE03NDpRi,2026-08-31T19:48:36-07:00,610,no,,recently_closed,no
recHujN0jhgoxkCn1,McDowell School New DLI Academy,Petaluma City Schools,Sonoma,Petaluma,Closed,construction,mcdowell-school-new-dli-academy-petaluma-city-schools,53,yes,results,construction,https://www.bidthebay.com/construction-project-details/mcdowell-school-new-dli-academy-petaluma-city-schools/r/recHujN0jhgoxkCn1,2026-08-04T04:16:27-07:00,326,no,,recently_closed,no
recHw3DfG3eJxjKgW,Emergency Generator Replacement,City of Pleasanton,Alameda,Pleasanton,Closed,construction,emergency-generator-replacement-city-of-pleasanton,50,yes,results,construction,https://www.bidthebay.com/construction-project-details/emergency-generator-replacement-city-of-pleasanton/r/recHw3DfG3eJxjKgW,2026-08-26T09:57:01-07:00,163,no,,recently_closed,no
recHyLNNOH4x3cetF,Oakland Inner and Outer Harbor FY26 Maintenance Dredging,U.S. Department of the Army,Alameda,Oakland,Closed,construction,oakland-inner-and-outer-harbor-fy26-maintenance-dredging-department-of-the-army,79,yes,results,construction,https://www.bidthebay.com/construction-project-details/oakland-inner-and-outer-harbor-fy26-maintenance-dredging-department-of-the-army/r/recHyLNNOH4x3cetF,2026-09-07T11:36:49-07:00,360,no,,recently_closed,no
recHyc1CWp8qeqrcC,John Muir Elementary School Restroom Alterations - Rebid,San Francisco Unified School District,San Francisco,San Francisco,Closed,construction,john-muir-elementary-school-restroom-alterations-rebid-san-francisco-unified-school-district,92,yes,results,construction,https://www.bidthebay.com/construction-project-details/john-muir-elementary-school-restroom-alterations-rebid-san-francisco-unified-school-district/r/recHyc1CWp8qeqrcC,2026-04-26T10:13:12-07:00,647,yes,,award_results,no
recHzwNMFj5f3sLPn,DMU Onboard Camera System Upgrade,Sonoma-Marin Area Rail Transit (SMART),Sonoma,Santa Rosa,Open,professional services,dmu-onboard-camera-system-upgrade-santa-rosa,44,yes,open,professional services,https://www.bidthebay.com/professional-services-project-details/dmu-onboard-camera-system-upgrade-santa-rosa/r/recHzwNMFj5f3sLPn,2026-09-09T20:45:30-07:00,1322,no,,open_solicitation,no
recI0YrLq8PfMSo0f,Moraga Avenue Pedestrian Safety Project,City of Piedmont,Alameda,Piedmont,Closed,construction,moraga-avenue-pedestrian-safety-project-city-of-piedmont,56,yes,results,construction,https://www.bidthebay.com/construction-project-details/moraga-avenue-pedestrian-safety-project-city-of-piedmont/r/recI0YrLq8PfMSo0f,2026-08-27T09:22:37-07:00,261,yes,,award_results,no
recI1WGLfNvQNM7AY,SOMArts Cultural Center - ADA Barrier Removal,City and County of San Francisco,San Francisco,San Francisco,Closed,construction,somarts-cultural-center-ada-barrier-removal-city-and-county-of-san-francisco,76,yes,results,construction,https://www.bidthebay.com/construction-project-details/somarts-cultural-center-ada-barrier-removal-city-and-county-of-san-francisco/r/recI1WGLfNvQNM7AY,2026-08-13T00:01:43-07:00,780,no,,recently_closed,no
recI1vzQfAe16sRT2,Tennyson Park Streetlight Project,City of Hayward,Alameda,Hayward,Closed,construction,tennyson-park-streetlight-project-city-of-hayward,49,yes,results,construction,https://www.bidthebay.com/construction-project-details/tennyson-park-streetlight-project-city-of-hayward/r/recI1vzQfAe16sRT2,2026-09-03T09:22:33-07:00,655,yes,,award_results,no
recI4ahI5ujDRFLaz,CCTV Inspections and Recommendations for Interceptor System,East Bay Municipal Utility District,Alameda,"Alameda, Oakland, Emeryville",Open,professional services,cctv-inspections-and-recommendations-for-interceptor-system-east-bay-municipal-utility-district,95,yes,open,professional services,https://www.bidthebay.com/professional-services-project-details/cctv-inspections-and-recommendations-for-interceptor-system-east-bay-municipal-utility-district/r/recI4ahI5ujDRFLaz,2026-09-05T09:30:44-07:00,782,no,,open_solicitation,no
recI7pIZYudMtzZFx,RSF Garage Safety Improvements,UC Berkeley,Alameda,Berkeley,Closed,construction,rsf-garage-safety-improvements-uc-berkeley,42,yes,results,construction,https://www.bidthebay.com/construction-project-details/rsf-garage-safety-improvements-uc-berkeley/r/recI7pIZYudMtzZFx,2026-07-15T06:34:42-07:00,144,yes,,award_results,no
recIEpTZyAZZx2Lvx,Administrative Office Suite 400 & Breezeways Furniture Procurement & Installation Project,Midpeninsula Regional Open Space District,Santa Clara,Los Altos,Open,construction; supplier,administrative-office-suite-400-breezeways-furniture-procurement-installation-project-midpeninsula-regional-open-space-district,127,yes,open,construction,https://www.bidthebay.com/construction-project-details/administrative-office-suite-400-breezeways-furniture-procurement-installation-project-midpeninsula-regional-open-space-district/r/recIEpTZyAZZx2Lvx,2026-09-08T20:18:06-07:00,277,no,,open_solicitation,no
recIGCqSaM3gQ4vAb,On-Call Environmental Consulting Services,City of Hayward,Alameda,Hayward,Closed,professional services,on-call-environmental-consulting-services-city-of-hayward,57,yes,results,professional services,https://www.bidthebay.com/professional-services-project-details/on-call-environmental-consulting-services-city-of-hayward/r/recIGCqSaM3gQ4vAb,2026-07-21T06:02:26-07:00,261,no,,recently_closed,no
recIHswofdHVlvAcC,Woodland Avenue Street Improvement Project,City of East Palo Alto ,San Mateo,East Palo Alto,Closed,professional services,woodland-avenue-street-improvement-project-city-of-east-palo-alto,65,yes,results,professional services,https://www.bidthebay.com/professional-services-project-details/woodland-avenue-street-improvement-project-city-of-east-palo-alto/r/recIHswofdHVlvAcC,2026-08-01T00:05:05-07:00,335,no,,recently_closed,no
recIJO8rvqGY9okHd,Well 15 & 21 Blending Facility Project,City of Vacaville,Solano,Vacaville,Closed,construction,well-15-21-blending-facility-project-city-of-vacaville,54,yes,results,construction,https://www.bidthebay.com/construction-project-details/well-15-21-blending-facility-project-city-of-vacaville/r/recIJO8rvqGY9okHd,2026-09-09T00:02:01-07:00,798,no,,recently_closed,no
recILhiSBuHBTd8Pl,Civil Engineering Consulting Services for Various School Sites,Oakland Unified School District,Alameda,Oakland,Closed,construction,civil-engineering-consulting-services-for-various-school-sites-oakland-unified-school-district,94,yes,results,construction,https://www.bidthebay.com/construction-project-details/civil-engineering-consulting-services-for-various-school-sites-oakland-unified-school-district/r/recILhiSBuHBTd8Pl,2026-07-24T00:01:58-07:00,946,no,,recently_closed,no
recIMnlVrRE0gH2U7,As-Needed Pavement Marking and Striping Services,City of Burlingame,San Mateo,Burlingame ,Closed,construction,as-needed-pavement-marking-and-striping-services-city-of-burlingame,67,yes,results,construction,https://www.bidthebay.com/construction-project-details/as-needed-pavement-marking-and-striping-services-city-of-burlingame/r/recIMnlVrRE0gH2U7,2026-05-30T00:03:48-07:00,491,no,,recently_closed,no
recIN46PJC6eQrquf,Tamalpais High School Pool Replastering Project,Tamalpais Union High School District,Marin,Mill Valley,Closed,construction,tamalpais-high-school-pool-replastering-project-tamalpais-union-high-school-district,84,no,,,,2026-04-11T10:48:12-07:00,167,no,,closed_stale_no_results,no
recIN6ERbXt5sjDMu,Light Rail Transit (LRT) System & Infrastructure - Repair & Maintenance Job Order Contract (JOC),Santa Clara Valley Transportation Authority,Santa Clara,Various Cities,Closed,construction,light-rail-transit-lrt-system-infrastructure-repair-maintenance-job-order-contract-joc-santa-clara-valley-transportation-authority,130,yes,results,construction,https://www.bidthebay.com/construction-project-details/light-rail-transit-lrt-system-infrastructure-repair-maintenance-job-order-contract-joc-santa-clara-valley-transportation-authority/r/recIN6ERbXt5sjDMu,2026-07-21T00:01:47-07:00,814,no,,recently_closed,no
recINXxXH3KU2a9DV,As-Needed Unit Turnover Flooring Services,Housing Authority of the City of Alameda,Alameda,Alameda,Closed,construction,as-needed-unit-turnover-flooring-services-housing-authority-of-the-city-of-alameda,82,yes,results,construction,https://www.bidthebay.com/construction-project-details/as-needed-unit-turnover-flooring-services-housing-authority-of-the-city-of-alameda/r/recINXxXH3KU2a9DV,2026-08-19T20:21:05-07:00,374,no,,recently_closed,no
recIOiu5glDw2uENs,FY26 Installation of Small Trash Capture Devices,City of Gilroy,Santa Clara,Gilroy,Closed,construction,fy26-installation-of-small-trash-capture-devices-city-of-gilroy,63,yes,results,construction,https://www.bidthebay.com/construction-project-details/fy26-installation-of-small-trash-capture-devices-city-of-gilroy/r/recIOiu5glDw2uENs,2026-03-24T07:13:20-07:00,356,yes,,award_results,no
recIRz840xcFOJkHv,Bonita Ave Accessible Parking and Striping Project,City of Piedmont,Alameda,Piedmont,Closed,construction,bonita-ave-accessible-parking-and-striping-project-city-of-piedmont,67,yes,results,construction,https://www.bidthebay.com/construction-project-details/bonita-ave-accessible-parking-and-striping-project-city-of-piedmont/r/recIRz840xcFOJkHv,2026-04-20T06:04:57-07:00,226,yes,,award_results,no
recITZ3Zm0Ote0U4m,Leadfree Waterworks Materials,Contra Costa Water District,Contra Costa,Concord,Closed,construction,leadfree-waterworks-materials-contra-costa-water-district,57,no,,,,2026-04-11T10:49:50-07:00,0,no,No description at all,closed_stale_no_results,no
recIToHDRW71mxN4s,Remove MBGR and Install Concrete Barrier and MGS in Santa Clara County,California Department of Transportation (Caltrans),Santa Clara,Santa Clara ,Closed,construction,remove-mbgr-and-install-concrete-barrier-and-mgs-in-santa-clara-county-cal-trans-district-4,91,yes,results,construction,https://www.bidthebay.com/construction-project-details/remove-mbgr-and-install-concrete-barrier-and-mgs-in-santa-clara-county-cal-trans-district-4/r/recIToHDRW71mxN4s,2026-09-07T15:49:52-07:00,262,no,,recently_closed,no
recIUD1ZoXguUQRb4,Airport Apron E Pavement Preservation Project,County of Sonoma,Sonoma,Santa Rosa,Closed,construction,airport-apron-e-pavement-preservation-project-county-of-sonoma,62,yes,results,construction,https://www.bidthebay.com/construction-project-details/airport-apron-e-pavement-preservation-project-county-of-sonoma/r/recIUD1ZoXguUQRb4,2026-07-31T00:01:51-07:00,204,no,,recently_closed,no
recIVWkh9HTlhaoyy,On-Call Construction Management Services for Wastewater Treatment Plant,City of San Mateo,San Mateo,San Mateo,Closed,professional services,on-call-construction-management-services-for-wastewater-treatment-plant-city-of-san-mateo,89,yes,results,professional services,https://www.bidthebay.com/professional-services-project-details/on-call-construction-management-services-for-wastewater-treatment-plant-city-of-san-mateo/r/recIVWkh9HTlhaoyy,2026-07-10T02:59:53-07:00,181,no,,recently_closed,no
recIXvdrOaSk36S6N,Lower Green Valley Creek Off-Channel Habitat Enhancement Project – Confluence Reach (Construction),Gold Ridge Resource Conservation District,Sonoma,Sebastopol,Closed,construction,lower-green-valley-creek-off-channel-habitat-enhancement-project-confluence-reach-construction-gold-ridge-resource-conservation-district,136,no,,,,2026-04-11T10:49:04-07:00,475,no,,closed_stale_no_results,no
recIYs9NoSPhcjuCN,Renovate McKay Avenue Utilities Project,East Bay Regional Park District,Alameda,Alameda,Closed,construction,renovate-mckay-avenue-utilities-project-east-bay-regional-park-district,71,yes,results,construction,https://www.bidthebay.com/construction-project-details/renovate-mckay-avenue-utilities-project-east-bay-regional-park-district/r/recIYs9NoSPhcjuCN,2026-06-26T00:00:39-07:00,182,no,,recently_closed,no
recIeRC0UEcn2Tytu,Westmont High School Carport and Kitchen Shed Addition,Campbell Union High School District,Santa Clara,Campbell,Closed,construction,westmont-high-school-carport-and-kitchen-shed-addition-cambell-union-high-school-district,89,yes,results,construction,https://www.bidthebay.com/construction-project-details/westmont-high-school-carport-and-kitchen-shed-addition-cambell-union-high-school-district/r/recIeRC0UEcn2Tytu,2026-09-07T11:36:49-07:00,0,yes,No description at all,award_results,no
recIfhVtEkaltL8Bl,Dry Creek Wells Capacity Improvements Project,City of Healdsburg,Sonoma,Healdsburg,Open,construction,dry-creek-wells-capacity-improvements-project-city-of-healdsburg,64,yes,open,construction,https://www.bidthebay.com/construction-project-details/dry-creek-wells-capacity-improvements-project-city-of-healdsburg/r/recIfhVtEkaltL8Bl,2026-08-19T09:29:11-07:00,493,no,,open_solicitation,no
recIkXece6OdpSLY6,Longfellow Elementary School Restroom and Play Yard Renovation for Transitional Kindergarten,San Francisco Unified School District,San Francisco,San Francisco,Closed,construction,longfellow-elementary-school-restroom-and-play-yard-renovation-for-transitional-kindergarten-san-francisco-unified-school-district,130,yes,results,construction,https://www.bidthebay.com/construction-project-details/longfellow-elementary-school-restroom-and-play-yard-renovation-for-transitional-kindergarten-san-francisco-unified-school-district/r/recIkXece6OdpSLY6,2026-05-12T05:38:25-07:00,581,yes,,award_results,no
recIlOwFT7zzJINVa,FY26 Road Renewal,UC Berkeley,Alameda,Berkeley,Closed,construction,fy26-road-renewal-uc-berkeley,29,yes,results,construction,https://www.bidthebay.com/construction-project-details/fy26-road-renewal-uc-berkeley/r/recIlOwFT7zzJINVa,2026-07-08T10:30:45-07:00,556,yes,,award_results,no
recInfNIAMJbfNCmh,FY 2026-27 Pavement Resurfacing Project,City of Pacifica,San Mateo,Pacifica,Closed,construction,fy-2026-27-pavement-resurfacing-project-city-of-pacifica,56,yes,results,construction,https://www.bidthebay.com/construction-project-details/fy-2026-27-pavement-resurfacing-project-city-of-pacifica/r/recInfNIAMJbfNCmh,2026-04-08T10:37:22-07:00,179,yes,,award_results,no
recIqw5Dkk9mjcaKv,As-Needed Electrical Services,California Employment Development Department,Santa Clara,San Jose,Closed,construction,as-needed-electrical-services-california-employment-development-department,74,yes,results,construction,https://www.bidthebay.com/construction-project-details/as-needed-electrical-services-california-employment-development-department/r/recIqw5Dkk9mjcaKv,2026-06-11T00:01:37-07:00,303,no,,recently_closed,no
recIr2Q7BXgIP3ssE,Homestead High School Buildings C and L Replacement Project ,Fremont Union High School District,Santa Clara,Cupertino,Closed,construction; professional services,homestead-high-school-buildings-c-and-l-replacement-project-fremont-union-high-school-district,94,yes,results,construction,https://www.bidthebay.com/construction-project-details/homestead-high-school-buildings-c-and-l-replacement-project-fremont-union-high-school-district/r/recIr2Q7BXgIP3ssE,2026-06-23T20:55:06-07:00,1843,no,,multi_category_provisional_construction,yes
recIt9MMp8d2J5act,On-Call Architectural Services,City of Dublin,Alameda,Dublin,Closed,professional services,on-call-architectural-services-city-of-dublin,45,yes,results,professional services,https://www.bidthebay.com/professional-services-project-details/on-call-architectural-services-city-of-dublin/r/recIt9MMp8d2J5act,2026-04-24T17:03:30-07:00,259,no,,recently_closed,no
recIuMzZ6090jPXXv,Junipero Serra Park Paving Project,County of San Mateo,San Mateo,San Mateo,Closed,construction,junipero-serra-park-paving-project-county-of-san-mateo,54,yes,results,construction,https://www.bidthebay.com/construction-project-details/junipero-serra-park-paving-project-county-of-san-mateo/r/recIuMzZ6090jPXXv,2026-08-13T10:16:52-07:00,377,yes,,award_results,no
recIuqpjsN7eEJsOC,Various Locations Sewer Replacement No. 23,San Francisco Public Utilities Commission,San Francisco,San Francisco,Closed,construction,various-locations-sewer-replacement-no-23-san-francisco-public-utilities-commission,83,yes,results,construction,https://www.bidthebay.com/construction-project-details/various-locations-sewer-replacement-no-23-san-francisco-public-utilities-commission/r/recIuqpjsN7eEJsOC,2026-05-29T00:02:13-07:00,158,no,,recently_closed,no
recIxKYhqCp3n93P0,City Buildings Assessment,City of Albany,Alameda,Albany,Closed,professional services,city-buildings-assessment-city-of-albany,40,yes,results,professional services,https://www.bidthebay.com/professional-services-project-details/city-buildings-assessment-city-of-albany/r/recIxKYhqCp3n93P0,2026-07-23T00:01:45-07:00,829,no,,recently_closed,no
recIxZ1bzGK8Vk3G6,Lazy River Pool Replaster at Silliman Aquatic Center,City of Newark,Alameda,Newark,Closed,construction,lazy-river-pool-replaster-at-silliman-aquatic-center-city-of-newark,67,no,,,,2026-03-24T08:41:57-07:00,844,no,,closed_stale_no_results,no
recIxmHIkYQuGJt9M,Utility Engineering Request for Qualifications,Town of Windsor,Sonoma,Windsor,Open,professional services,utility-engineering-request-for-qualifications-town-of-windsor,62,yes,open,professional services,https://www.bidthebay.com/professional-services-project-details/utility-engineering-request-for-qualifications-town-of-windsor/r/recIxmHIkYQuGJt9M,2026-03-23T01:40:22-07:00,225,no,,open_solicitation,no
recIy6SccXxHWF1TV,West SF CPA Replacement Project,City and County of San Francisco,San Francisco,San Francisco,Closed,construction,west-sf-cpa-replacement-project-city-and-county-of-san-francisco,64,no,,,,2026-04-11T10:48:02-07:00,227,no,,closed_stale_no_results,no
recIzPveRSyz7osOp,Central Expressway Pavement Rehabilitation Project Between Bowers Ave and Scott Blvd,County of Santa Clara,Santa Clara,Santa Clara,Closed,construction,central-expressway-pavement-rehabilitation-project-between-bowers-ave-and-scott-blvd-county-of-santa-clara,106,yes,results,construction,https://www.bidthebay.com/construction-project-details/central-expressway-pavement-rehabilitation-project-between-bowers-ave-and-scott-blvd-county-of-santa-clara/r/recIzPveRSyz7osOp,2026-06-01T01:51:21-07:00,771,yes,,award_results,no
recIzkV7pnDSc6mje,Gravity Sewer Replacement Project Design Engineering,Castro Valley Sanitary District,Alameda,Castro Valley,Closed,professional services,gravity-sewer-replacement-project-design-engineering-castro-valley-sanitary-district,84,yes,results,professional services,https://www.bidthebay.com/professional-services-project-details/gravity-sewer-replacement-project-design-engineering-castro-valley-sanitary-district/r/recIzkV7pnDSc6mje,2026-04-28T17:07:12-07:00,278,no,,recently_closed,no
recJ0IIvIN0aEE6Iq,Swanston Preschool Demolition Project,Gilroy Unified School District,Santa Clara,Gilroy,Closed,construction,swanston-preschool-demolition-project-gilroy-unified-school-district,68,yes,results,construction,https://www.bidthebay.com/construction-project-details/swanston-preschool-demolition-project-gilroy-unified-school-district/r/recJ0IIvIN0aEE6Iq,2026-07-10T03:35:39-07:00,1181,yes,,award_results,no
recJ0awFPWgv1bVcw,Rental Car Quick Turn & Landside Improvements,County of Sonoma,Sonoma,Santa Rosa,Closed,construction; professional services,rental-car-quick-turn-landside-improvements-county-of-sonoma,60,yes,results,construction,https://www.bidthebay.com/construction-project-details/rental-car-quick-turn-landside-improvements-county-of-sonoma/r/recJ0awFPWgv1bVcw,2026-07-24T00:01:46-07:00,456,no,,multi_category_provisional_construction,yes
recJ0g2Go35hkyYOi,Cemetery Paving Services,City of Santa Clara,Santa Clara,Santa Clara,Closed,construction,cemetery-paving-services-city-of-santa-clara,44,yes,results,construction,https://www.bidthebay.com/construction-project-details/cemetery-paving-services-city-of-santa-clara/r/recJ0g2Go35hkyYOi,2026-07-28T08:57:30-07:00,106,yes,,award_results,no
recJ2btUxY5ylvULD,98th Ave Crossing Improvements,City of Oakland,Alameda,Oakland,Closed,construction,98th-ave-crossing-improvements-city-of-oakland,46,no,,,,2026-04-11T10:49:20-07:00,532,no,,closed_stale_no_results,no
recJ363r3CfyZYXAW,Sunnyvale School District Office Exterior Improvements,Sunnyvale School District,Santa Clara,Sunnyvale,Closed,construction,sunnyvale-school-district-office-exterior-improvements-sunnyvale-school-district,80,yes,results,construction,https://www.bidthebay.com/construction-project-details/sunnyvale-school-district-office-exterior-improvements-sunnyvale-school-district/r/recJ363r3CfyZYXAW,2026-05-22T17:56:37-07:00,260,no,,recently_closed,no
recJ4nRMj4LYfg2zv,On-Call Contracts for Traffic Engineering and Design Services,City of Sunnyvale,Santa Clara,Sunnyvale,Open,professional services,on-call-contracts-for-traffic-engineering-and-design-services-city-of-sunnyvale,79,yes,open,professional services,https://www.bidthebay.com/professional-services-project-details/on-call-contracts-for-traffic-engineering-and-design-services-city-of-sunnyvale/r/recJ4nRMj4LYfg2zv,2026-09-04T01:02:50-07:00,1594,no,,open_solicitation,no
